user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Erlan_1:bin_000001	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_020054675.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__JAIHAL01 sp020054675	76.24	0.044	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	97.82	11	0.88055	N/A
Erlan_1:bin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas tecta	GCF_000820185.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas tecta	95.9	0.929	GCF_000820185.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas tecta	95.9	0.929	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002812985.1, s__Aeromonas lusitana, 95.0, 91.16, 0.902; GCF_000819865.1, s__Aeromonas eucrenophila, 95.0, 90.26, 0.882; GCF_000764655.1, s__Aeromonas aquatica, 95.0, 89.89, 0.869; GCF_900637545.1, s__Aeromonas encheleia, 95.0, 89.87, 0.844; GCF_010974825.1, s__Aeromonas rivipollensis, 95.0, 88.4, 0.819; GCF_000819985.1, s__Aeromonas media, 95.0, 88.27, 0.822; GCF_000820085.1, s__Aeromonas sanarellii, 95.0, 87.9, 0.849; GCF_000819745.1, s__Aeromonas bestiarum, 95.5033, 87.58, 0.778; GCF_000820165.1, s__Aeromonas taiwanensis, 95.0, 87.52, 0.84; GCF_000819785.1, s__Aeromonas caviae, 95.0, 87.27, 0.818; GCF_000014805.1, s__Aeromonas hydrophila, 95.0, 87.25, 0.789; GCF_000820005.1, s__Aeromonas piscicola, 95.5033, 87.09, 0.797; GCF_000820305.1, s__Aeromonas dhakensis, 95.0, 87.03, 0.782; GCF_000820025.1, s__Aeromonas popoffii, 95.0, 86.24, 0.73; GCF_001643305.1, s__Aeromonas salmonicida, 95.0, 86.12, 0.766; GCF_000819845.1, s__Aeromonas enteropelogenes, 95.0, 85.57, 0.739; GCF_000819685.1, s__Aeromonas allosaccharophila, 95.0, 85.51, 0.691; GCF_000820225.1, s__Aeromonas veronii, 95.0, 85.33, 0.716; GCF_000764645.1, s__Aeromonas finlandensis, 95.0, 85.32, 0.739; GCF_000819765.1, s__Aeromonas bivalvium, 95.0, 85.23, 0.781; GCF_000819885.1, s__Aeromonas fluvialis, 95.0, 85.17, 0.74; GCF_019048265.1, s__Aeromonas veronii_A, 95.0, 85.15, 0.697; GCF_000764665.1, s__Aeromonas lacus, 95.8323, 84.98, 0.761; GCF_000819955.1, s__Aeromonas jandaei, 95.8323, 84.97, 0.728; GCF_000820145.1, s__Aeromonas sobria, 95.0, 84.73, 0.696; GCF_000819725.1, s__Aeromonas australiensis, 95.0, 84.7, 0.744; GCF_000820045.1, s__Aeromonas rivuli, 95.0, 84.6, 0.74; GCF_000388115.1, s__Aeromonas molluscorum, 95.0, 83.81, 0.746; GCF_000819805.1, s__Aeromonas diversa, 95.0, 81.98, 0.619; GCF_000820125.1, s__Aeromonas simiae, 95.0, 81.89, 0.634; GCF_000820105.1, s__Aeromonas schubertii, 95.0, 81.68, 0.626; GCF_002795305.1, s__Aeromonas cavernicola, 95.0, 81.57, 0.529; GCF_900156095.1, s__Aeromonas sp900156095, 95.0, 79.88, 0.467	98.33	11	N/A	N/A
Erlan_1:bin_000003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	ANI	classification based on placement in class-level tree	GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 79.2, 0.348; GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 79.17, 0.405; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 78.91, 0.422; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 78.23, 0.164; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 78.0, 0.197; GCA_015060925.1, s__Parabacteroides distasonis_B, 95.0, 77.98, 0.118; GCA_017481945.1, s__Parabacteroides sp017481945, 95.0, 77.93, 0.116; GCF_014647375.1, s__Parabacteroides faecis, 95.0, 77.9, 0.178; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 77.89, 0.195; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 77.87, 0.204; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 77.86, 0.171; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 77.81, 0.141; GCF_015550595.1, s__Parabacteroides sp900540715, 95.0, 77.79, 0.187; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 77.79, 0.171; GCA_019114945.1, s__Parabacteroides intestinigallinarum, 95.0, 77.77, 0.261; GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 77.76, 0.206; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 77.76, 0.191; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 77.74, 0.183; GCA_025151045.1, s__Parabacteroides johnsonii, 95.0, 77.72, 0.178; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 77.72, 0.188; GCA_022775005.1, s__Parabacteroides sp022775005, 95.0, 77.71, 0.163; GCA_019417325.1, s__Parabacteroides sp019417325, 95.0, 77.68, 0.147; GCA_905196875.1, s__Parabacteroides sp905196875, 95.0, 77.68, 0.165; GCF_022809355.1, s__Parabacteroides faecavium, 95.0, 77.66, 0.078; GCA_910577325.1, s__Parabacteroides sp910577325, 95.0, 77.61, 0.176; GCA_025151215.1, s__Parabacteroides merdae, 95.0, 77.6, 0.172; GCA_021531385.1, s__Parabacteroides distasonis_C, 95.0, 77.59, 0.146; GCA_017560165.1, s__Parabacteroides sp017560165, 95.0, 77.58, 0.091; GCA_021204335.1, s__Parabacteroides sp021204335, 95.0, 77.52, 0.157; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 77.52, 0.14; GCA_022009975.1, s__Parabacteroides sp900549585, 95.0, 77.47, 0.064; GCA_934718155.1, s__Parabacteroides sp934718155, 95.0, 77.46, 0.177; GCA_934725305.1, s__Parabacteroides sp934725305, 95.0, 77.45, 0.163; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 77.43, 0.134; GCA_021531775.1, s__Parabacteroides sp004562445, 95.0, 77.39, 0.108; GCF_023744375.1, s__Parabacteroides sp900548175, 95.0, 77.34, 0.083; GCA_017937385.1, s__Parabacteroides sp017937385, 95.0, 77.31, 0.187; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 77.23, 0.166; GCA_020026285.1, s__Parabacteroides sp020026285, 95.0, 77.21, 0.038; GCA_900552415.1, s__Parabacteroides intestinipullorum, 95.0, 77.04, 0.167; GCA_944325345.1, s__Parabacteroides sp944325345, 95.0, 77.0, 0.092; GCA_019411205.1, s__Parabacteroides sp019411205, 95.0, 76.93, 0.178; GCA_944325355.1, s__Parabacteroides sp944325355, 95.0, 76.85, 0.073; GCA_944326775.1, s__Parabacteroides sp944326775, 95.0, 76.77, 0.093; GCA_944325335.1, s__Parabacteroides sp944325335, 95.0, 76.7, 0.083; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 76.59, 0.076; GCA_944323815.1, s__Parabacteroides sp944323815, 95.0, 76.58, 0.101; GCA_019118725.1, s__Parabacteroides intestinavium, 95.0, 76.52, 0.095; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 76.34, 0.075	95.59	11	0.97034	N/A
Erlan_1:bin_000004	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	ANI	classification based on placement in class-level tree	GCA_902373525.1, s__Bilophila sp902373525, 95.0, 78.3, 0.215; GCA_944326695.1, s__Bilophila faecipullorum, 95.0, 78.0, 0.202; GCF_000701705.1, s__Bilophila wadsworthia, 95.0, 77.97, 0.22; GCA_900553145.1, s__Bilophila sp900553145, 95.0, 77.86, 0.199; GCA_900550745.1, s__Bilophila sp900550745, 95.0, 77.72, 0.238; GCA_023403845.1, s__Bilophila sp023403845, 95.0, 77.52, 0.154; GCA_910585945.1, s__Bilophila sp910585945, 95.0, 77.49, 0.123	95.59	11	0.92201	N/A
Erlan_1:bin_000005	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.03	11	0.74468	N/A
Erlan_1:bin_000006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Avirikenella;s__	N/A	N/A	N/A	N/A	N/A	GCA_910588925.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Avirikenella;s__Avirikenella sp910588925	76.55	0.036	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Avirikenella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018710935.1, s__Avirikenella pullistercoris, 95.0, 76.56, 0.036	94.58	11	0.91205	N/A
Erlan_1:bin_000007	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SZUA-378;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SZUA-378;s__	ANI	classification based on placement in class-level tree	GCA_003246295.1, s__SZUA-378 sp003246295, 95.0, 77.4, 0.047; GCA_023398375.1, s__SZUA-378 sp023398375, 95.0, 77.12, 0.071; GCA_023458855.1, s__SZUA-378 sp023458855, 95.0, 77.06, 0.073; GCA_023392535.1, s__SZUA-378 sp023392535, 95.0, 76.88, 0.064	92.15	11	0.93997	N/A
Erlan_1:bin_000008	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__	N/A	N/A	N/A	N/A	N/A	GCA_002315675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__Mucinivorans sp002315675	77.48	0.013	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000723505.1, s__Mucinivorans hirudinis, 95.0, 76.66, 0.04	94.7	11	0.89792	N/A
Erlan_1:bin_000010	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_900540545.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas sp900540545	80.61	0.468	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900626145.1, s__Intestinimonas timonensis, 95.0, 79.83, 0.405; GCF_001244995.1, s__Intestinimonas massiliensis, 95.0, 79.75, 0.41; GCA_944385655.1, s__Intestinimonas sp944385655, 95.0, 79.75, 0.369; GCA_944387245.1, s__Intestinimonas sp944387245, 95.0, 79.68, 0.404; GCA_019119795.1, s__Intestinimonas pullistercoris, 95.0, 79.59, 0.387; GCA_944387725.1, s__Intestinimonas sp944387725, 95.0, 79.51, 0.395; GCA_019117605.1, s__Intestinimonas stercoravium, 95.0, 79.45, 0.386; GCA_019115345.1, s__Intestinimonas stercorigallinarum, 95.0, 79.31, 0.437; GCA_019115785.1, s__Intestinimonas merdavium, 95.0, 79.08, 0.35; GCF_004154955.1, s__Intestinimonas butyriciproducens, 95.0, 78.97, 0.331; GCA_022653075.1, s__Intestinimonas sp022653075, 95.0, 77.1, 0.101	93.84	11	0.941	N/A
Erlan_1:bin_000011	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_003814745.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__Hydrogenoanaerobacterium saccharovorans	77.53	0.141	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.66	11	0.94081	N/A
